chrom,start,stop,annotation,annotation_start
CP075069.1,3526128,3527622,"RLX-incomp-chim_Blc44_Cpos_C735-L-B6-Map1_reversed"" 10783 12274",RLX
CP075069.1,3527606,3531748,"RIX-incomp_Blc9_Supercontig_3.3_4004633_4011457_LINE_Tad1_reversed"" 1 4994",RIX
CP075069.1,3531748,3534312,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 4404 6987",RIX
CP075069.1,3534335,3537674,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 4 3364",RIX
CP075069.1,3537672,3540711,"RLX-incomp-chim_Blc2_Cpos_C735-B-G77-Map20_reversed"" 7545 10592",RLX
CP075069.1,3540712,3541224,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 6302 6853",DTX
CP075069.1,3541301,3546563,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 1030 6301",DTX
CP075069.1,3546568,3551562,"XXX-chim_Blc37_Supercontig_3.2_1010957_1038033_DNA_hAT_reversed"" 3038 8022",XXX
CP075069.1,3547116,3554214,"RLX-incomp-chim_Blc2_Cpos_C735-B-G77-Map20_reversed"" 9 7108",RLX
CP075069.1,3554206,3554260,"RIX-comp_Blc9_Supercontig_3.4_173547_180493_LINE_Tad1_reversed"" 3337 3391",RIX
CP075069.1,3554221,3554258,"DTX-incomp_Blc139_Supercontig_3.3_4152567_4156718_DNA_TcMar_reversed"" 4088 4123",DTX
CP075069.1,3554259,3556218,"DTX-comp_Blc4_Cpos_C735-B-R21-Map20"" 2 1961",DTX
CP075069.1,3556219,3563969,"RLX-incomp_Blc18_Supercontig_3.4_2979166_2986798_LTR_Gypsy"" 1 7632",RLX
CP075069.1,3563970,3564343,"DTX-comp_Blc4_Supercontig_3.3_24363_26692_DNA_TcMar_reversed"" 1949 2327",DTX
CP075069.1,3564296,3564351,"DTX-comp_Blc76_Supercontig_3.5_1428063_1436055_DNA_TcMar_reversed"" 704 759",DTX
CP075069.1,3564343,3567875,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 8 6713",RIX
CP075069.1,3567875,3568280,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 4011 4416",RIX
CP075069.1,3568277,3571656,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 7 3442",RIX
CP075069.1,3571676,3573991,"RLX-incomp-chim_Blc67_Cpos_C735-L-B34-Map1"" 1418 3746",RLX
CP075069.1,3573992,3580988,"RLX-incomp_Blc13_Cpos_C735-B-G62-Map4"" 4 6468",RLX
CP075069.1,3580989,3583644,"RLX-incomp-chim_Blc48_Supercontig_3.3_4182630_4194094_LTR_Gypsy_reversed"" 3227 5899",RLX
CP075069.1,3583638,3584964,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 5648 6978",RIX
CP075069.1,3584719,3584996,"RLX-incomp_Blc95_Cpos_C735-B-R2-Map7_reversed"" 1712 1985",RLX
CP075069.1,3584984,3585523,"RLX-incomp_Blc117_Supercontig_3.1_2665600_2670498_LTR_Gypsy_reversed"" 1 547",RLX
CP075069.1,3585524,3585948,"DTX-incomp-chim_Blc96_Supercontig_3.2_4737649_4743922_DNA_TcMar_reversed"" 2351 2780",DTX
CP075069.1,3585959,3586033,"DYX-comp-chim_Blc111_Cpos_C735-L-B2-Map2"" 2555 2629",DYX
CP075069.1,3586034,3589621,"DTX-incomp_Blc5_Supercontig_3.3_1674266_1680093_DNA_hAT_reversed"" 2243 5827",DTX
CP075069.1,3589621,3593885,"DMX-incomp-chim_Blc52_Supercontig_3.2_5147442_5158546_DNA_hAT"" 6053 10325",DMX
CP075069.1,3593930,3594708,"DMX-incomp-chim_Blc52_Supercontig_3.2_5147442_5158546_DNA_hAT"" 10326 11103",DMX
CP075069.1,3594709,3594840,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 5333 6289",DTX
CP075069.1,3594925,3595437,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 6290 6853",DTX
CP075069.1,3595438,3597710,"DTX-incomp_Blc5_Supercontig_3.3_896356_902196_DNA_hAT"" 1 2256",DTX
CP075069.1,3597747,3597879,"DTX-incomp_Blc193_Supercontig_3.5_2549689_2551850_DNA_TcMar"" 2028 2161",DTX
CP075069.1,3603642,3603659,"DTX-incomp-chim_Blc51_Supercontig_3.4_25883_37108_DNA_TcMar_reversed"" 9587 9600",DTX
CP075069.1,3603660,3605414,"DTX-incomp_Blc16_Cpos_C735-B-G25-Map4_reversed"" 54 1810",DTX
CP075069.1,3605400,3605441,"DTX-incomp_Blc54_Supercontig_3.5_19355_30059_DNA_TcMar_reversed"" 7784 7825",DTX
CP075069.1,3605408,3606282,"DTX-incomp_Blc54_Supercontig_3.5_19355_30059_DNA_TcMar_reversed"" 8801 9677",DTX
CP075069.1,3606243,3606577,"RLX-comp_Blc1_Supercontig_3.1_2335828_2342911_LTR_Gypsy_reversed"" 6765 7083",RLX
CP075069.1,3606284,3606579,"DTX-incomp-chim_Blc64_Supercontig_3.1_2352943_2362346_DNA_TcMar_reversed"" 8513 8808",DTX
CP075069.1,3606581,3607594,"DTX-incomp_Blc54_Supercontig_3.5_19355_30059_DNA_TcMar_reversed"" 7791 8803",DTX
CP075069.1,3607595,3612421,"DTX-incomp-chim_Blc120_Cpos_C735-L-B54-Map1_reversed"" 1 4844",DTX
CP075069.1,3611815,3614925,"DTX-comp_Blc154_Supercontig_3.5_121498_125081_DNA_TcMar_reversed"" 1 3102",DTX
CP075069.1,3614927,3615041,"DTX-incomp_Blc91_Supercontig_3.4_20856_27507_DNA_TcMar"" 4826 4938",DTX
CP075069.1,3615009,3615096,"RLX-incomp_Blc162_Supercontig_3.2_4686626_4689862_LTR_Gypsy_reversed"" 119 203",RLX
CP075069.1,3615097,3615108,"RLX-incomp_Blc140_Supercontig_3.6_3386542_3390689_LTR_Gypsy"" 118 215",RLX
CP075069.1,3615120,3615636,"DTX-incomp-chim_Blc69_Supercontig_3.1_2848002_2856807_DNA_TcMar_reversed"" 2111 2626",DTX
CP075069.1,3615664,3616965,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 1 1302",RIX
CP075069.1,3617004,3617247,"DTX-incomp-chim_Blc84_Supercontig_3.3_1764626_1772066_DNA_TcMar"" 4629 4872",DTX
CP075069.1,3617040,3617638,"RIX-incomp_Blc145_Cpos_C735-B-R4-Map5_reversed"" 1 610",RIX
CP075069.1,3617557,3618408,"DTX-incomp-chim_Blc116_Supercontig_3.1_483399_488504_DNA_hAT_reversed"" 1231 2056",DTX
CP075069.1,3618403,3624096,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 1283 6988",RIX
CP075069.1,3624096,3627641,"RLX-comp_Blc27_Supercontig_3.2_5162302_5169224_LTR_Gypsy_reversed"" 2890 6422",RLX
CP075069.1,3627639,3628507,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 2769 3638",RIX
CP075069.1,3628510,3629042,"DTX-comp_Blc76_Supercontig_3.5_1428063_1436055_DNA_TcMar_reversed"" 4861 5420",DTX
CP075069.1,3629046,3629209,"DTX-incomp_Blc101_Supercontig_3.1_1028663_1034499_DNA_hAT_reversed"" 5673 5836",DTX
CP075069.1,3629273,3629650,"DTX-incomp_Blc193_Supercontig_3.5_2549689_2551850_DNA_TcMar"" 401 789",DTX
CP075069.1,3629637,3629749,"DTX-incomp-chim_Blc51_Supercontig_3.4_25883_37108_DNA_TcMar_reversed"" 4755 4869",DTX
CP075069.1,3629650,3630319,"DTX-incomp_Blc131_Supercontig_3.6_1427844_1432284_DNA_TcMar_reversed"" 824 1470",DTX
CP075069.1,3629768,3630483,"DTX-comp_Blc154_Supercontig_3.5_121498_125081_DNA_TcMar_reversed"" 2749 3454",DTX
CP075069.1,3629845,3630525,"DTX-incomp_Blc213_Supercontig_3.4_12928_14490_DNA_TcMar"" 904 1547",DTX
CP075069.1,3630539,3630852,"DTX-incomp_Blc232_Cpos_C735-B-G18-Map7_reversed"" 1 313",DTX
CP075069.1,3630853,3631047,"DTX-incomp_Blc62_Supercontig_3.1_2730559_2740891_DNA_TcMar_reversed"" 1863 2067",DTX
CP075069.1,3631050,3631266,"DXX-MITE_Blc36_Cpos_C735-B-R64-Map5"" 212 429",DXX
CP075069.1,3631258,3632448,"DTX-incomp-chim_Blc84_Supercontig_3.3_1764626_1772066_DNA_TcMar"" 635 1842",DTX
CP075069.1,3632447,3632887,"RIX-incomp_Blc34_Supercontig_3.5_1397432_1398531_LINE_Tad1"" 97 561",RIX
CP075069.1,3632877,3633501,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 3938 4560",RIX
CP075069.1,3633485,3633685,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 2199 2397",RIX
CP075069.1,3633671,3635006,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 830 2161",RIX
CP075069.1,3635007,3636189,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 2096 3282",RIX
CP075069.1,3636188,3636510,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 4070 4390",RIX
CP075069.1,3636509,3637021,"RXX-LARD_Blc65_Cpos_C735-B-R77-Map3"" 2614 3126",RXX
CP075069.1,3637019,3637611,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 4809 5297",RIX
CP075069.1,3637611,3637891,"RLX-incomp-chim_Blc109_Supercontig_3.5_1600606_1605982_LTR_Gypsy"" 5110 5368",RLX
CP075069.1,3637892,3637941,"RIX-comp_Blc9_Supercontig_3.6_3436323_3443290_LINE_Tad1_reversed"" 2924 2979",RIX
CP075069.1,3637930,3639588,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 1126 2778",RIX
CP075069.1,3639601,3640027,"DTX-incomp-chim_Blc51_Supercontig_3.4_25883_37108_DNA_TcMar_reversed"" 5168 5592",DTX
CP075069.1,3640023,3640892,"RLX-incomp_Blc94_Supercontig_3.1_2723681_2730028_LTR_Gypsy_reversed"" 4439 5299",RLX
CP075069.1,3640895,3642523,"DTX-incomp-chim_Blc51_Supercontig_3.4_25883_37108_DNA_TcMar_reversed"" 3236 4853",DTX
CP075069.1,3641999,3642643,"DTX-incomp_Blc131_Supercontig_3.6_1427844_1432284_DNA_TcMar_reversed"" 824 1470",DTX
CP075069.1,3642642,3643271,"RLX-incomp_Blc94_Supercontig_3.1_2723681_2730028_LTR_Gypsy_reversed"" 5298 5931",RLX
CP075069.1,3643060,3643296,"DTX-incomp-chim_Blc83_Supercontig_3.1_1112161_1119614_DNA_TcMar_reversed"" 2198 2419",DTX
CP075069.1,3643296,3645237,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 1 1937",RIX
CP075069.1,3645251,3645687,"RLX-incomp_Blc114_Supercontig_3.5_271249_276444_LTR_Gypsy_reversed"" 4756 5195",RLX
CP075069.1,3645688,3645841,"DTX-incomp_Blc176_Cpos_C735-B-R44-Map3_reversed"" 2563 2726",DTX
CP075069.1,3645944,3646847,"DTX-comp_Blc76_Supercontig_3.5_1428063_1436055_DNA_TcMar_reversed"" 3013 3922",DTX
CP075069.1,3646864,3646998,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 705 839",RIX
CP075069.1,3646985,3650147,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 1933 5108",RIX
CP075069.1,3650147,3650525,"RIX-incomp_Blc22_Cpos_C735-B-G43-Map6"" 2241 2622",RIX
CP075069.1,3650515,3652476,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 4404 6365",RIX
CP075069.1,3652472,3652498,"DTX-incomp-chim_Blc51_Supercontig_3.4_25883_37108_DNA_TcMar_reversed"" 8543 8773",DTX
CP075069.1,3652499,3652705,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 4 210",RIX
CP075069.1,3652693,3656195,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 332 3886",RIX
CP075069.1,3656193,3657316,"RLX-incomp_Blc7_Supercontig_3.3_1338906_1343742_LTR_Copia_reversed"" 2212 3327",RLX
CP075069.1,3657391,3659509,"RLX-incomp_Blc7_Cpos_C735-B-R11-Map8"" 3351 5465",RLX
CP075069.1,3659514,3659992,"DTX-incomp_Blc16_Supercontig_3.1_2743098_2744900_DNA_TcMar"" 207 679",DTX
CP075069.1,3659939,3660085,"DTX-comp_Blc76_Supercontig_3.5_1428063_1436055_DNA_TcMar_reversed"" 7557 7703",DTX
CP075069.1,3659992,3660417,"DXX-MITE_Blc36_Cpos_C735-B-R64-Map5"" 4 429",DXX
CP075069.1,3660417,3660782,"DTX-incomp-chim_Blc51_Supercontig_3.4_25883_37108_DNA_TcMar_reversed"" 10268 10638",DTX
CP075069.1,3660783,3668490,"RLX-incomp_Blc18_Supercontig_3.3_935634_943341_LTR_Gypsy"" 1 7707",RLX
CP075069.1,3668492,3669271,"DTX-incomp_Blc16_Cpos_C735-B-G4-Map13"" 733 1501",DTX
CP075069.1,3669272,3669634,"RLX-incomp_Blc114_Supercontig_3.5_271249_276444_LTR_Gypsy_reversed"" 462 824",RLX
CP075069.1,3669666,3670535,"RIX-comp_Blc122_Cpos_C735-B-G54-Map20"" 3868 4735",RIX
CP075069.1,3670525,3674120,"RLX-comp_Blc110_Supercontig_3.6_3390690_3396020_LTR_Gypsy"" 73 3669",RLX
CP075069.1,3674196,3674261,"RLX-incomp-chim_Blc109_Supercontig_3.5_1600606_1605982_LTR_Gypsy"" 5150 5215",RLX
CP075069.1,3674261,3674499,"DTX-comp_Blc76_Supercontig_3.5_1428063_1436055_DNA_TcMar_reversed"" 3909 4148",DTX
CP075069.1,3674511,3675533,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 4 1037",RIX
CP075069.1,3675579,3676145,"RLX-incomp-chim_Blc44_Cpos_C735-L-B6-Map1_reversed"" 12797 13363",RLX
CP075069.1,3676146,3676476,"DTX-incomp-chim_Blc84_Supercontig_3.3_1764626_1772066_DNA_TcMar"" 4872 5205",DTX
CP075069.1,3676465,3680772,"RLX-comp_Blc13_Cpos_C735-L-B42-Map1_reversed"" 1869 6219",RLX
CP075069.1,3680773,3686837,"RLX-incomp_Blc18_Supercontig_3.3_935634_943341_LTR_Gypsy"" 1 7676",RLX
CP075069.1,3686838,3687582,"DTX-incomp-chim_Blc69_Supercontig_3.1_2848002_2856807_DNA_TcMar_reversed"" 1881 2626",DTX
CP075069.1,3687583,3688010,"RLX-comp-chim_Blc71_Cpos_C735-L-B36-Map1"" 6604 7029",RLX
CP075069.1,3687988,3688101,"DTX-incomp-chim_Blc39_Supercontig_3.3_4270292_4291141_DNA_hAT_reversed"" 6153 6276",DTX
CP075069.1,3688144,3688310,"DTX-incomp_Blc176_Cpos_C735-B-R44-Map3_reversed"" 2560 2726",DTX
CP075069.1,3694540,3694659,"DTX-incomp_Blc242_Supercontig_3.4_87975_88932_DNA_TcMar"" 507 632",DTX
CP075069.1,3694663,3694780,"RLX-incomp_Blc1_Supercontig_3.2_378511_384245_LTR_Gypsy_reversed"" 1 120",RLX
CP075069.1,3694781,3694942,"DTX-incomp_Blc193_Supercontig_3.5_2549689_2551850_DNA_TcMar"" 1 154",DTX
CP075069.1,3694781,3694793,"RLX-incomp-chim_Blc1_Supercontig_3.3_1585695_1592821_LTR_Gypsy_reversed"" 34 166",RLX
CP075069.1,3694968,3699974,"DYX-comp-chim_Blc111_Cpos_C735-L-B2-Map2"" 1 5314",DYX
CP075069.1,3700017,3703838,"DYX-comp-chim_Blc111_Cpos_C735-L-B2-Map2"" 2 3823",DYX
CP075069.1,3703841,3703879,"DTX-incomp_Blc232_Cpos_C735-B-G18-Map7_reversed"" 1076 1114",DTX
CP075069.1,3707497,3707743,"RIX-comp-chim_Blc118_Cpos_C735-L-B53-Map1"" 3962 4208",RIX
CP075069.1,3707744,3708860,"DTX-incomp_Blc232_Cpos_C735-B-G18-Map7_reversed"" 3 1119",DTX
CP075069.1,3708942,3709027,"RLX-incomp_Blc7_Supercontig_3.5_3258959_3264421_LTR_Copia_reversed"" 5262 5347",RLX
CP075069.1,3714227,3714301,"DTX-incomp_Blc232_Cpos_C735-B-G18-Map7_reversed"" 1 71",DTX
CP075069.1,3714321,3714475,"RLX-incomp_Blc6_Supercontig_3.1_8341819_8351393_LTR_Gypsy_reversed"" 9394 9548",RLX
CP075069.1,3718286,3718554,"DTX-incomp_Blc62_Supercontig_3.1_2730559_2740891_DNA_TcMar_reversed"" 1994 2247",DTX
CP075069.1,3718608,3718823,"RLX-incomp-chim_Blc109_Supercontig_3.5_1600606_1605982_LTR_Gypsy"" 4139 4362",RLX
CP075069.1,3718857,3719330,"DTX-incomp_Blc101_Supercontig_3.1_1028663_1034499_DNA_hAT_reversed"" 5345 5835",DTX
CP075069.1,3719357,3719605,"DTX-incomp_Blc101_Supercontig_3.1_1028663_1034499_DNA_hAT_reversed"" 5063 5344",DTX
CP075069.1,3719612,3727321,"RLX-incomp_Blc18_Supercontig_3.3_935634_943341_LTR_Gypsy"" 1 7687",RLX
CP075069.1,3727303,3727391,"DYX-incomp-chim_Blc47_Supercontig_3.1_6563877_6576065_DNA_hAT"" 705 794",DYX
CP075069.1,3727309,3727391,"DTX-incomp_Blc5_Supercontig_3.3_1466089_1471915_DNA_hAT"" 765 848",DTX
CP075069.1,3727392,3727577,"RLX-incomp_Blc123_Supercontig_3.1_2639161_2643832_LTR_Gypsy_reversed"" 4482 4671",RLX
CP075069.1,3727564,3727742,"DTX-incomp_Blc176_Cpos_C735-B-R44-Map3_reversed"" 2548 2725",DTX
CP075069.1,3727826,3728274,"RLX-incomp_Blc114_Supercontig_3.5_271249_276444_LTR_Gypsy_reversed"" 1 449",RLX
CP075069.1,3728277,3735232,"RLX-incomp_Blc13_Cpos_C735-B-G62-Map4"" 4 6960",RLX
CP075069.1,3735233,3739983,"RLX-incomp_Blc114_Supercontig_3.5_271249_276444_LTR_Gypsy_reversed"" 447 5195",RLX
CP075069.1,3739984,3740145,"DTX-incomp_Blc176_Cpos_C735-B-R44-Map3_reversed"" 2563 2726",DTX
CP075069.1,3740179,3742971,"RLX-incomp_Blc132_Supercontig_3.4_3014357_3018708_LTR_Gypsy_reversed"" 1 4162",RLX
CP075069.1,3743455,3743525,"noCat_Blc211_Cpos_C735-B-G2-Map20"" 1136 1205",noCat_Blc211_Cpos_C735
CP075069.1,3743526,3743638,"DTX-incomp-chim_Blc69_Supercontig_3.1_2848002_2856807_DNA_TcMar_reversed"" 3047 3235",DTX
CP075069.1,3743658,3744761,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 5851 6960",RIX
CP075069.1,3744851,3745677,"RLX-incomp_Blc1_Supercontig_3.3_825540_832280_LTR_Gypsy_reversed"" 2999 3834",RLX
CP075069.1,3745678,3745844,"DTX-incomp_Blc176_Cpos_C735-B-R44-Map3_reversed"" 2560 2726",DTX
CP075069.1,3745929,3747954,"RLX-incomp_Blc114_Supercontig_3.5_271249_276444_LTR_Gypsy_reversed"" 1 1992",RLX
CP075069.1,3747947,3748558,"RLX-incomp-chim_Blc61_Cpos_C735-B-R49-Map3"" 7000 7613",RLX
CP075069.1,3748556,3750057,"RLX-incomp_Blc114_Supercontig_3.5_271249_276444_LTR_Gypsy_reversed"" 1988 3485",RLX
CP075069.1,3750059,3751073,"RLX-incomp_Blc1_Supercontig_3.6_155117_162189_LTR_Gypsy_reversed"" 6089 7072",RLX
CP075069.1,3751063,3751074,"RLX-incomp_Blc42_Cpos_C735-L-B4-Map1"" 4565 4576",RLX
CP075069.1,3751075,3758032,"RLX-comp_Blc13_Cpos_C735-L-B42-Map1_reversed"" 2 6958",RLX
CP075069.1,3758035,3763119,"RLX-incomp_Blc1_Supercontig_3.1_1021901_1028671_LTR_Gypsy"" 692 5811",RLX
CP075069.1,3763120,3763905,"RLX-incomp_Blc2_Supercontig_3.1_963451_974024_LTR_Gypsy"" 1 781",RLX
CP075069.1,3763908,3764631,"noCat_Blc211_Cpos_C735-B-G2-Map20"" 896 1620",noCat_Blc211_Cpos_C735
CP075069.1,3764636,3764880,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 6744 6988",RIX
CP075069.1,3764853,3764976,"DTX-incomp-chim_Blc5_Supercontig_3.4_1603085_1610261_DNA_hAT_reversed"" 6647 6771",DTX
CP075069.1,3764875,3767189,"RLX-comp_Blc17_Cpos_C735-B-R8-Map12"" 772 3096",RLX
CP075069.1,3767190,3768277,"RLX-comp_Blc27_Supercontig_3.2_5162302_5169224_LTR_Gypsy_reversed"" 6158 6922",RLX
CP075069.1,3768277,3774480,"RLX-comp_Blc13_Cpos_C735-L-B42-Map1_reversed"" 2 6207",RLX
CP075069.1,3774481,3779231,"RLX-incomp_Blc2_Supercontig_3.1_926717_937298_LTR_Gypsy_reversed"" 3128 7896",RLX
CP075069.1,3779238,3780714,"RIX-incomp_Blc204_Cpos_C735-B-G23-Map20"" 317 1865",RIX
CP075069.1,3780117,3780839,"noCat_Blc211_Cpos_C735-B-G2-Map20"" 896 1619",noCat_Blc211_Cpos_C735
CP075069.1,3780840,3781239,"RLX-incomp_Blc17_Cpos_C735-L-B11-Map1_reversed"" 7924 8324",RLX
CP075069.1,3781272,3788255,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 2 6988",RIX
CP075069.1,3788254,3788660,"RLX-incomp_Blc2_Cpos_C735-L-B31-Map1_reversed"" 10000 10406",RLX
CP075069.1,3788658,3789648,"DTX-incomp-chim_Blc64_Supercontig_3.1_2352943_2362346_DNA_TcMar_reversed"" 1745 2728",DTX
CP075069.1,3788661,3788717,"DTX-incomp-chim_Blc56_Cpos_C735-B-R1-Map20_reversed"" 5057 5549",DTX
CP075069.1,3789654,3789679,"RLX-incomp_Blc137_Supercontig_3.4_3228250_3232451_LTR_Gypsy"" 3929 3954",RLX
CP075069.1,3789663,3789712,"RLX-incomp_Blc1_Supercontig_3.5_1313130_1317927_LTR_Gypsy"" 2 51",RLX
CP075069.1,3789713,3791428,"RLX-incomp_Blc114_Supercontig_3.5_271249_276444_LTR_Gypsy_reversed"" 3480 5195",RLX
CP075069.1,3791429,3791593,"DTX-incomp_Blc176_Cpos_C735-B-R44-Map3_reversed"" 2563 2726",DTX
CP075069.1,3791679,3793525,"DTX-incomp-chim_Blc39_Supercontig_3.3_4270292_4291141_DNA_hAT_reversed"" 3793 5636",DTX
CP075069.1,3793523,3793691,"RLX-comp_Blc1_Cpos_C735-B-G68-Map6_reversed"" 132 301",RLX
CP075069.1,3793693,3793945,"DTX-incomp_Blc157_Supercontig_3.4_1543096_1546512_DNA_TcMar"" 2331 2583",DTX
CP075069.1,3795149,3796762,"RLX-incomp_Blc144_Cpos_C735-B-R127-Map4"" 2427 4040",RLX
CP075069.1,3800938,3801116,"DTX-incomp-chim_Blc84_Supercontig_3.3_1764626_1772066_DNA_TcMar"" 1 179",DTX
CP075069.1,3801117,3801257,"RLX-incomp_Blc42_Cpos_C735-L-B4-Map1"" 7118 7258",RLX
CP075069.1,3801238,3804442,"DTX-incomp_Blc49_Supercontig_3.1_509438_520798_DNA_hAT"" 469 3779",DTX
CP075069.1,3804481,3804957,"DTX-incomp_Blc49_Supercontig_3.1_509438_520798_DNA_hAT"" 2 468",DTX
CP075069.1,3804960,3805032,"DTX-incomp-chim_Blc84_Supercontig_3.3_1764626_1772066_DNA_TcMar"" 3108 3181",DTX
CP075069.1,3805230,3805936,"DTX-incomp-chim_Blc45_Supercontig_3.5_3367237_3380922_DNA_TcMar"" 7575 8340",DTX
CP075069.1,3805938,3806026,"DTX-incomp-chim_Blc45_Supercontig_3.5_3367237_3380922_DNA_TcMar"" 5306 5395",DTX
CP075069.1,3810195,3810377,"DTX-incomp_Blc5_Supercontig_3.5_72718_77395_DNA_hAT_reversed"" 4494 4677",DTX
CP075069.1,3810388,3810624,"RLX-incomp_Blc8_Supercontig_3.4_2603384_2611024_LTR_Gypsy_reversed"" 1 228",RLX
CP075069.1,3812415,3816850,"DYX-comp_Blc130_Supercontig_3.5_2432583_2437026_LTR_Ngaro"" 1 4441",DYX
CP075069.1,3826939,3826975,"DTX-incomp_Blc66_Supercontig_3.3_1567878_1576797_DNA_TcMar"" 4340 4372",DTX
CP075069.1,3827075,3828191,"DTX-incomp_Blc232_Cpos_C735-B-G18-Map7_reversed"" 2 1119",DTX
CP075069.1,3828287,3828307,"DTX-incomp-chim_Blc51_Supercontig_3.4_25883_37108_DNA_TcMar_reversed"" 4857 4880",DTX
CP075069.1,3828308,3828407,"DTX-incomp_Blc232_Cpos_C735-B-G18-Map7_reversed"" 1 99",DTX
CP075069.1,3828408,3828920,"DTX-incomp_Blc5_Supercontig_3.5_33765_39583_DNA_hAT_reversed"" 1 522",DTX
CP075069.1,3828991,3834263,"DTX-incomp_Blc5_Supercontig_3.5_33765_39583_DNA_hAT_reversed"" 523 5817",DTX
CP075069.1,3834266,3834562,"DTX-incomp_Blc242_Supercontig_3.4_87975_88932_DNA_TcMar"" 247 543",DTX
CP075069.1,3834295,3835197,"DTX-incomp-chim_Blc51_Supercontig_3.4_25883_37108_DNA_TcMar_reversed"" 3236 4857",DTX
CP075069.1,3859519,3859600,"DTX-incomp_Blc4_Supercontig_3.3_3642456_3644773_DNA_TcMar_reversed"" 33 119",DTX
CP075069.1,3859537,3861021,"DTX-incomp_Blc209_Supercontig_3.2_1084961_1086755_DNA_TcMar"" 318 1767",DTX
CP075069.1,3861022,3861501,"DTX-incomp_Blc5_Supercontig_3.3_1674266_1680093_DNA_hAT_reversed"" 3 515",DTX
CP075069.1,3861502,3861534,"DTX-incomp_Blc5_Supercontig_3.1_409159_414951_DNA_hAT_reversed"" 533 564",DTX
CP075069.1,3861619,3861862,"DTX-incomp_Blc5_Supercontig_3.1_409159_414951_DNA_hAT_reversed"" 565 775",DTX
CP075069.1,3861863,3862375,"XXX-chim_Blc37_Supercontig_3.2_1010957_1038033_DNA_hAT_reversed"" 13512 14063",XXX
CP075069.1,3862458,3867725,"XXX-chim_Blc37_Supercontig_3.2_1010957_1038033_DNA_hAT_reversed"" 8268 13511",XXX
CP075069.1,3865834,3867731,"DTX-incomp_Blc5_Supercontig_3.3_896356_902196_DNA_hAT"" 3945 5838",DTX
CP075069.1,3867732,3871717,"DTX-incomp_Blc5_Supercontig_3.3_896356_902196_DNA_hAT"" 811 4805",DTX
CP075069.1,3871718,3872230,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 6305 6853",DTX
CP075069.1,3872301,3877580,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 1026 6304",DTX
CP075069.1,3877577,3878612,"DTX-incomp_Blc5_Supercontig_3.5_72718_77395_DNA_hAT_reversed"" 3644 4677",DTX
CP075069.1,3878618,3878942,"DTX-comp_Blc4_Supercontig_3.1_3645808_3648140_DNA_TcMar"" 1 325",DTX
CP075069.1,3878943,3879050,"DTX-incomp_Blc4_Cpos_C735-L-B60-Map1"" 384 429",DTX
CP075069.1,3879136,3879251,"DTX-incomp_Blc202_Supercontig_3.1_2755157_2757044_DNA_TcMar_reversed"" 48 185",DTX
CP075069.1,3879177,3879275,"DTX-incomp-chim_Blc96_Supercontig_3.2_4737649_4743922_DNA_TcMar_reversed"" 2388 2482",DTX
CP075069.1,3899750,3902090,"DTX-comp_Blc10_Supercontig_3.5_2309270_2311617_DNA_TcMar"" 1 2341",DTX
CP075069.1,3902064,3902094,"DTX-comp_Blc10_Supercontig_3.4_3766692_3769032_DNA_TcMar_reversed"" 2305 2335",DTX
